ExonID	GeneID	geneSymbol	chr	strand	X1stExonStart_0base	X1stExonEnd	X2ndExonStart_0base	X2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	IncFormLen	SkipFormLen	AStype	TargetExon
SE_297773	ENSG00000099840	IZUMO4	chr19	+	2098050	2098126	NA	NA	2097422	2097494	2098285	2098333	IncFormLen	SkipFormLen	SE	+chr19:2098050-2098126
SE_297781	ENSG00000099840	IZUMO4	chr19	+	2098785	2098803	NA	NA	2098434	2098449	2099253	2099586	IncFormLen	SkipFormLen	SE	+chr19:2098785-2098803
SE_297782	ENSG00000099840	IZUMO4	chr19	+	2098974	2099028	NA	NA	2098785	2098803	2099253	2099579	IncFormLen	SkipFormLen	SE	+chr19:2098974-2099028
SE_297806	ENSG00000104885	DOT1L	chr19	+	2191082	2191239	NA	NA	2189730	2189794	2193687	2193782	IncFormLen	SkipFormLen	SE	+chr19:2191082-2191239
SE_298056	ENSG00000186111	PIP5K1C	chr19	-	3633434	3633518	NA	NA	3630180	3633167	3638881	3639014	IncFormLen	SkipFormLen	SE	-chr19:3633434-3633518
SE_298061	ENSG00000186111	PIP5K1C	chr19	-	3642904	3642937	NA	NA	3641702	3641807	3643240	3643379	IncFormLen	SkipFormLen	SE	-chr19:3642904-3642937
SE_298115	ENSG00000136754	ABI1	chr10	-	27047990	27048164	NA	NA	27040526	27040712	27054146	27054247	IncFormLen	SkipFormLen	SE	-chr10:27047990-27048164
SE_298121	ENSG00000136754	ABI1	chr10	-	27047990	27048167	NA	NA	27040526	27040712	27054146	27054247	IncFormLen	SkipFormLen	SE	-chr10:27047990-27048167
SE_298145	ENSG00000136754	ABI1	chr10	-	27060003	27060018	NA	NA	27059173	27059274	27065993	27066170	IncFormLen	SkipFormLen	SE	-chr10:27060003-27060018
SE_298419	ENSG00000143748	NVL	chr1	-	224489392	224489473	NA	NA	224488263	224488365	224491424	224491559	IncFormLen	SkipFormLen	SE	-chr1:224489392-224489473
SE_298449	ENSG00000143748	NVL	chr1	-	224500751	224500853	NA	NA	224499501	224499559	224505395	224505495	IncFormLen	SkipFormLen	SE	-chr1:224500751-224500853
SE_298467	ENSG00000143748	NVL	chr1	-	224514092	224514166	NA	NA	224505579	224505632	224517772	224517839	IncFormLen	SkipFormLen	SE	-chr1:224514092-224514166
SE_298477	ENSG00000142002	DPP9	chr19	-	4683201	4683336	NA	NA	4682707	4682850	4683488	4683641	IncFormLen	SkipFormLen	SE	-chr19:4683201-4683336
SE_298520	ENSG00000142002	DPP9	chr19	-	4722206	4722316	NA	NA	4719862	4719953	4722510	4722563	IncFormLen	SkipFormLen	SE	-chr19:4722206-4722316
SE_298583	ENSG00000127663	KDM4B	chr19	+	5119128	5119230	NA	NA	5110632	5110829	5119663	5119693	IncFormLen	SkipFormLen	SE	+chr19:5119128-5119230
SE_298614	ENSG00000205765	C5orf51	chr5	+	41908410	41908496	NA	NA	41907837	41907944	41909847	41909994	IncFormLen	SkipFormLen	SE	+chr5:41908410-41908496
SE_298659	ENSG00000130254	SAFB2	chr19	-	5611130	5611641	NA	NA	5610649	5610699	5612550	5612578	IncFormLen	SkipFormLen	SE	-chr19:5611130-5611641
SE_298770	ENSG00000115020	PIKFYVE	chr2	+	209138307	209138457	NA	NA	209136234	209136415	209150449	209150657	IncFormLen	SkipFormLen	SE	+chr2:209138307-209138457
SE_298806	ENSG00000115020	PIKFYVE	chr2	+	209169569	209169737	NA	NA	209168894	209169042	209176959	209177019	IncFormLen	SkipFormLen	SE	+chr2:209169569-209169737
SE_298905	ENSG00000130382	MLLT1	chr19	-	6226987	6227113	NA	NA	6222131	6222695	6230580	6230724	IncFormLen	SkipFormLen	SE	-chr19:6226987-6227113
SE_298987	ENSG00000125648	SLC25A23	chr19	-	6438201	6438323	NA	NA	6436089	6436475	6438457	6438545	IncFormLen	SkipFormLen	SE	-chr19:6438201-6438323
SE_298991	ENSG00000125648	SLC25A23	chr19	-	6438457	6438545	NA	NA	6436091	6436475	6444161	6444312	IncFormLen	SkipFormLen	SE	-chr19:6438457-6438545
SE_299003	ENSG00000125648	SLC25A23	chr19	-	6438734	6438832	NA	NA	6438457	6438545	6444161	6444290	IncFormLen	SkipFormLen	SE	-chr19:6438734-6438832
SE_299006	ENSG00000125648	SLC25A23	chr19	-	6441989	6442170	NA	NA	6436431	6436475	6444161	6444312	IncFormLen	SkipFormLen	SE	-chr19:6441989-6442170
SE_299009	ENSG00000125648	SLC25A23	chr19	-	6441989	6442170	NA	NA	6438457	6438545	6444161	6444312	IncFormLen	SkipFormLen	SE	-chr19:6441989-6442170
SE_299013	ENSG00000125648	SLC25A23	chr19	-	6441989	6442170	NA	NA	6438734	6438832	6444161	6444312	IncFormLen	SkipFormLen	SE	-chr19:6441989-6442170
SE_299033	ENSG00000125648	SLC25A23	chr19	-	6452322	6452490	NA	NA	6444161	6444312	6453991	6454020	IncFormLen	SkipFormLen	SE	-chr19:6452322-6452490
SE_299034	ENSG00000125648	SLC25A23	chr19	-	6452322	6452490	NA	NA	6444161	6444312	6454333	6454416	IncFormLen	SkipFormLen	SE	-chr19:6452322-6452490
SE_299037	ENSG00000125648	SLC25A23	chr19	-	6453991	6454099	NA	NA	6444161	6444312	6454333	6454416	IncFormLen	SkipFormLen	SE	-chr19:6453991-6454099
SE_299042	ENSG00000125648	SLC25A23	chr19	-	6455962	6456103	NA	NA	6454569	6454728	6456430	6456542	IncFormLen	SkipFormLen	SE	-chr19:6455962-6456103
SE_299085	ENSG00000125731	SH2D3A	chr19	-	6760648	6760998	NA	NA	6757340	6759681	6763690	6763827	IncFormLen	SkipFormLen	SE	-chr19:6760648-6760998
SE_299145	ENSG00000147535	PPAPDC1B	chr8	-	38125888	38125925	NA	NA	38125414	38125478	38126399	38126508	IncFormLen	SkipFormLen	SE	-chr8:38125888-38125925
SE_299311	ENSG00000188033	ZNF490	chr19	-	12720683	12720788	NA	NA	12719971	12720016	12721377	12721617	IncFormLen	SkipFormLen	SE	-chr19:12720683-12720788
SE_299352	ENSG00000167785	ZNF558	chr19	-	8941445	8941567	NA	NA	8935677	8935784	8941993	8942077	IncFormLen	SkipFormLen	SE	-chr19:8941445-8941567
SE_299358	ENSG00000130803	ZNF317	chr19	+	9268509	9268751	NA	NA	9267943	9268070	9269501	9269584	IncFormLen	SkipFormLen	SE	+chr19:9268509-9268751
SE_299359	ENSG00000130803	ZNF317	chr19	+	9268655	9268751	NA	NA	9267287	9268070	9269501	9269584	IncFormLen	SkipFormLen	SE	+chr19:9268655-9268751
SE_299364	ENSG00000169188	APEX2	chrX	+	55028683	55028864	NA	NA	55027978	55028062	55029394	55029541	IncFormLen	SkipFormLen	SE	+chrX:55028683-55028864
SE_299406	ENSG00000125247	TMTC4	chr13	-	101322613	101322823	NA	NA	101320832	101321048	101326997	101327049	IncFormLen	SkipFormLen	SE	-chr13:101322613-101322823
SE_299506	ENSG00000109670	FBXW7	chr4	-	153333631	153333681	NA	NA	153332311	153333024	153456092	153456153	IncFormLen	SkipFormLen	SE	-chr4:153333631-153333681
SE_299532	ENSG00000130818	ZNF426	chr19	-	9641660	9641743	NA	NA	9638666	9640312	9643520	9643601	IncFormLen	SkipFormLen	SE	-chr19:9641660-9641743
SE_299544	ENSG00000130818	ZNF426	chr19	-	9645863	9645955	NA	NA	9644515	9644642	9646883	9647032	IncFormLen	SkipFormLen	SE	-chr19:9645863-9645955
SE_299549	ENSG00000197961	ZNF121	chr19	-	9678323	9678381	NA	NA	9676403	9677785	9678770	9678851	IncFormLen	SkipFormLen	SE	-chr19:9678323-9678381
SE_299556	ENSG00000197961	ZNF121	chr19	-	9694861	9695024	NA	NA	9679677	9679758	9695136	9695173	IncFormLen	SkipFormLen	SE	-chr19:9694861-9695024
SE_299560	ENSG00000267106	C19orf82	chr19	+	9737459	9737536	NA	NA	9732180	9732321	9742903	9743093	IncFormLen	SkipFormLen	SE	+chr19:9737459-9737536
SE_299565	ENSG00000171466	ZNF562	chr19	-	9767222	9767329	NA	NA	9759329	9764557	9768684	9768811	IncFormLen	SkipFormLen	SE	-chr19:9767222-9767329
SE_299583	ENSG00000171466	ZNF562	chr19	-	9768684	9768811	NA	NA	9767222	9767329	9770054	9770143	IncFormLen	SkipFormLen	SE	-chr19:9768684-9768811
SE_299617	ENSG00000196605	ZNF846	chr19	-	9870535	9870618	NA	NA	9868150	9869440	9872757	9872841	IncFormLen	SkipFormLen	SE	-chr19:9870535-9870618
SE_299684	ENSG00000127452	FBXL12	chr19	-	9923906	9923950	NA	NA	9920942	9922393	9929220	9929293	IncFormLen	SkipFormLen	SE	-chr19:9923906-9923950
SE_299689	ENSG00000127452	FBXL12	chr19	-	9924813	9925015	NA	NA	9921831	9922393	9929220	9929489	IncFormLen	SkipFormLen	SE	-chr19:9924813-9925015
SE_299691	ENSG00000127452	FBXL12	chr19	-	9924813	9925018	NA	NA	9921983	9922393	9929220	9929293	IncFormLen	SkipFormLen	SE	-chr19:9924813-9925018
SE_299726	ENSG00000130813	C19orf66	chr19	+	10199786	10199884	NA	NA	10197926	10197976	10200332	10200371	IncFormLen	SkipFormLen	SE	+chr19:10199786-10199884
SE_299728	ENSG00000130813	C19orf66	chr19	+	10199786	10200054	NA	NA	10197926	10197976	10200332	10200371	IncFormLen	SkipFormLen	SE	+chr19:10199786-10200054
SE_299819	ENSG00000076662	ICAM3	chr19	-	10445741	10446029	NA	NA	10445203	10445458	10446346	10446652	IncFormLen	SkipFormLen	SE	-chr19:10445741-10446029
SE_299822	ENSG00000076662	ICAM3	chr19	-	10445816	10446029	NA	NA	10445203	10445458	10446346	10446449	IncFormLen	SkipFormLen	SE	-chr19:10445816-10446029
SE_299828	ENSG00000076662	ICAM3	chr19	-	10449693	10449921	NA	NA	10449357	10449539	10450214	10450300	IncFormLen	SkipFormLen	SE	-chr19:10449693-10449921
SE_299830	ENSG00000076662	ICAM3	chr19	-	10449737	10449921	NA	NA	10449357	10449539	10450214	10450317	IncFormLen	SkipFormLen	SE	-chr19:10449737-10449921
SE_299857	ENSG00000130734	ATG4D	chr19	+	10657514	10657747	NA	NA	10655632	10655806	10657864	10657929	IncFormLen	SkipFormLen	SE	+chr19:10657514-10657747
SE_299858	ENSG00000130734	ATG4D	chr19	+	10657514	10657747	NA	NA	10655632	10655806	10659579	10659710	IncFormLen	SkipFormLen	SE	+chr19:10657514-10657747
SE_299861	ENSG00000130734	ATG4D	chr19	+	10657514	10657751	NA	NA	10655458	10655806	10657864	10657929	IncFormLen	SkipFormLen	SE	+chr19:10657514-10657751
SE_299862	ENSG00000130734	ATG4D	chr19	+	10657514	10657751	NA	NA	10655458	10655806	10659579	10659710	IncFormLen	SkipFormLen	SE	+chr19:10657514-10657751
SE_299863	ENSG00000130734	ATG4D	chr19	+	10657514	10657758	NA	NA	10655795	10655806	10657864	10657929	IncFormLen	SkipFormLen	SE	+chr19:10657514-10657758
SE_299867	ENSG00000130734	ATG4D	chr19	+	10657514	10657791	NA	NA	10655632	10655806	10657864	10657929	IncFormLen	SkipFormLen	SE	+chr19:10657514-10657791
SE_299868	ENSG00000130734	ATG4D	chr19	+	10657514	10657791	NA	NA	10655632	10655806	10659579	10659710	IncFormLen	SkipFormLen	SE	+chr19:10657514-10657791
SE_299869	ENSG00000130734	ATG4D	chr19	+	10657514	10657791	NA	NA	10655632	10655806	10662572	10662651	IncFormLen	SkipFormLen	SE	+chr19:10657514-10657791
SE_299870	ENSG00000130734	ATG4D	chr19	+	10657514	10657929	NA	NA	10655632	10655806	10659579	10659710	IncFormLen	SkipFormLen	SE	+chr19:10657514-10657929
SE_299874	ENSG00000130734	ATG4D	chr19	+	10657864	10657929	NA	NA	10655632	10655806	10659579	10659710	IncFormLen	SkipFormLen	SE	+chr19:10657864-10657929
SE_299993	ENSG00000129351	ILF3	chr19	+	10795091	10795152	NA	NA	10794592	10794646	10798021	10798384	IncFormLen	SkipFormLen	SE	+chr19:10795091-10795152
SE_299994	ENSG00000129351	ILF3	chr19	+	10795091	10795152	NA	NA	10794592	10794646	10799225	10799354	IncFormLen	SkipFormLen	SE	+chr19:10795091-10795152
SE_300034	ENSG00000130402	ACTN4	chr19	+	39200896	39200982	NA	NA	39200034	39200116	39201915	39202001	IncFormLen	SkipFormLen	SE	+chr19:39200896-39200982
SE_300096	ENSG00000142453	CARM1	chr19	+	11032050	11032119	NA	NA	11031725	11031803	11032290	11032576	IncFormLen	SkipFormLen	SE	+chr19:11032050-11032119
SE_300107	ENSG00000130733	YIPF2	chr19	-	11038305	11038392	NA	NA	11036361	11036449	11038474	11038635	IncFormLen	SkipFormLen	SE	-chr19:11038305-11038392
SE_300117	ENSG00000127616	SMARCA4	chr19	+	11091452	11091528	NA	NA	11071676	11071850	11094796	11095049	IncFormLen	SkipFormLen	SE	+chr19:11091452-11091528
SE_300118	ENSG00000127616	SMARCA4	chr19	+	11091452	11091528	NA	NA	11071676	11071850	11094799	11095049	IncFormLen	SkipFormLen	SE	+chr19:11091452-11091528
SE_300155	ENSG00000127616	SMARCA4	chr19	+	11144442	11144541	NA	NA	11143757	11144193	11144798	11144822	IncFormLen	SkipFormLen	SE	+chr19:11144442-11144541
SE_300156	ENSG00000127616	SMARCA4	chr19	+	11150133	11150229	NA	NA	11145589	11145808	11151973	11152236	IncFormLen	SkipFormLen	SE	+chr19:11150133-11150229
SE_300157	ENSG00000127616	SMARCA4	chr19	+	11150133	11150229	NA	NA	11145589	11145808	11151982	11152236	IncFormLen	SkipFormLen	SE	+chr19:11150133-11150229
SE_300334	ENSG00000149554	CHEK1	chr11	+	125497501	125497725	NA	NA	125496452	125496728	125499126	125499191	IncFormLen	SkipFormLen	SE	+chr11:125497501-125497725
SE_300364	ENSG00000149554	CHEK1	chr11	+	125526100	125526230	NA	NA	125525119	125525242	125545822	125546150	IncFormLen	SkipFormLen	SE	+chr11:125526100-125526230
SE_300401	ENSG00000183401	CCDC159	chr19	+	11462581	11462649	NA	NA	11460793	11460875	11462732	11462809	IncFormLen	SkipFormLen	SE	+chr19:11462581-11462649
SE_300522	ENSG00000130159	ECSIT	chr19	-	11618516	11618544	NA	NA	11618271	11618377	11618805	11618863	IncFormLen	SkipFormLen	SE	-chr19:11618516-11618544
SE_300535	ENSG00000130159	ECSIT	chr19	-	11623870	11624094	NA	NA	11618516	11618863	11629889	11630008	IncFormLen	SkipFormLen	SE	-chr19:11623870-11624094
SE_300548	ENSG00000130159	ECSIT	chr19	-	11629889	11630008	NA	NA	11624618	11625036	11639876	11639911	IncFormLen	SkipFormLen	SE	-chr19:11629889-11630008
SE_300555	ENSG00000130159	ECSIT	chr19	-	11636454	11636552	NA	NA	11629889	11630008	11639876	11639945	IncFormLen	SkipFormLen	SE	-chr19:11636454-11636552
SE_300668	ENSG00000095059	DHPS	chr19	-	12787921	12788025	NA	NA	12786830	12786956	12788104	12788210	IncFormLen	SkipFormLen	SE	-chr19:12787921-12788025
SE_300894	ENSG00000152256	PDK1	chr2	+	173427468	173427528	NA	NA	173426947	173427019	173429230	173429415	IncFormLen	SkipFormLen	SE	+chr2:173427468-173427528
SE_300895	ENSG00000152256	PDK1	chr2	+	173427468	173427528	NA	NA	173426947	173427019	173429705	173429801	IncFormLen	SkipFormLen	SE	+chr2:173427468-173427528
SE_300929	ENSG00000152256	PDK1	chr2	+	173433468	173433545	NA	NA	173431583	173431661	173435453	173435540	IncFormLen	SkipFormLen	SE	+chr2:173433468-173433545
SE_300974	ENSG00000104907	TRMT1	chr19	-	13220728	13220815	NA	NA	13220582	13220652	13220971	13221120	IncFormLen	SkipFormLen	SE	-chr19:13220728-13220815
SE_300997	ENSG00000104907	TRMT1	chr19	-	13226439	13226582	NA	NA	13226092	13226280	13226959	13227154	IncFormLen	SkipFormLen	SE	-chr19:13226439-13226582
SE_301029	ENSG00000132003	ZSWIM4	chr19	+	13925328	13925679	NA	NA	13923810	13923978	13928029	13928167	IncFormLen	SkipFormLen	SE	+chr19:13925328-13925679
SE_301117	ENSG00000205133	TRIQK	chr8	-	93933730	93933888	NA	NA	93929156	93929238	93966633	93966792	IncFormLen	SkipFormLen	SE	-chr8:93933730-93933888
SE_301121	ENSG00000205133	TRIQK	chr8	-	93966633	93966792	NA	NA	93929156	93929235	93978234	93978302	IncFormLen	SkipFormLen	SE	-chr8:93966633-93966792
SE_301123	ENSG00000205133	TRIQK	chr8	-	93966633	93966792	NA	NA	93929156	93929238	93978234	93978302	IncFormLen	SkipFormLen	SE	-chr8:93966633-93966792
SE_301166	ENSG00000123146	CD97	chr19	+	14507153	14507285	NA	NA	14501735	14501891	14508469	14508616	IncFormLen	SkipFormLen	SE	+chr19:14507153-14507285
SE_301169	ENSG00000123146	CD97	chr19	+	14507888	14508035	NA	NA	14507061	14507285	14508469	14508616	IncFormLen	SkipFormLen	SE	+chr19:14507888-14508035
SE_301247	ENSG00000187912	CLEC17A	chr19	+	14707687	14707825	NA	NA	14706085	14706127	14710528	14710624	IncFormLen	SkipFormLen	SE	+chr19:14707687-14707825
SE_301249	ENSG00000187912	CLEC17A	chr19	+	14707687	14707825	NA	NA	14706085	14706127	14717804	14717914	IncFormLen	SkipFormLen	SE	+chr19:14707687-14707825
SE_301255	ENSG00000187912	CLEC17A	chr19	+	14707910	14707973	NA	NA	14706085	14706127	14710528	14710624	IncFormLen	SkipFormLen	SE	+chr19:14707910-14707973
SE_301270	ENSG00000187912	CLEC17A	chr19	+	14710528	14710624	NA	NA	14706085	14706127	14717804	14717914	IncFormLen	SkipFormLen	SE	+chr19:14710528-14710624
SE_301397	ENSG00000141867	BRD4	chr19	-	15378964	15379051	NA	NA	15378324	15378362	15379715	15379853	IncFormLen	SkipFormLen	SE	-chr19:15378964-15379051
SE_301398	ENSG00000141867	BRD4	chr19	-	15378964	15379092	NA	NA	15378226	15378362	15379715	15379853	IncFormLen	SkipFormLen	SE	-chr19:15378964-15379092
SE_301429	ENSG00000105127	AKAP8	chr19	-	15479877	15480035	NA	NA	15479045	15479133	15480956	15480990	IncFormLen	SkipFormLen	SE	-chr19:15479877-15480035
SE_301436	ENSG00000105127	AKAP8	chr19	-	15484596	15484876	NA	NA	15483661	15484151	15490523	15490603	IncFormLen	SkipFormLen	SE	-chr19:15484596-15484876
SE_301445	ENSG00000011451	WIZ	chr19	-	15538920	15539319	NA	NA	15537792	15538344	15540396	15540900	IncFormLen	SkipFormLen	SE	-chr19:15538920-15539319
SE_301493	ENSG00000196684	HSH2D	chr19	+	16262256	16262388	NA	NA	16259533	16259685	16263361	16264018	IncFormLen	SkipFormLen	SE	+chr19:16262256-16262388
SE_301506	ENSG00000196684	HSH2D	chr19	+	16266451	16266573	NA	NA	16265211	16265301	16268019	16268058	IncFormLen	SkipFormLen	SE	+chr19:16266451-16266573
SE_301689	ENSG00000099330	OCEL1	chr19	+	17338648	17338814	NA	NA	17337501	17338008	17339064	17339118	IncFormLen	SkipFormLen	SE	+chr19:17338648-17338814
SE_301696	ENSG00000099330	OCEL1	chr19	+	17339611	17339724	NA	NA	17339062	17339118	17339817	17340024	IncFormLen	SkipFormLen	SE	+chr19:17339611-17339724
SE_301720	ENSG00000105393	BABAM1	chr19	+	17384712	17384833	NA	NA	17382405	17382464	17387303	17387364	IncFormLen	SkipFormLen	SE	+chr19:17384712-17384833
SE_301757	ENSG00000150433	TMEM218	chr11	-	124972027	124972198	NA	NA	124971096	124971199	124972629	124972705	IncFormLen	SkipFormLen	SE	-chr11:124972027-124972198
SE_301761	ENSG00000150433	TMEM218	chr11	-	124972027	124972213	NA	NA	124971096	124971199	124972532	124972705	IncFormLen	SkipFormLen	SE	-chr11:124972027-124972213
SE_301762	ENSG00000150433	TMEM218	chr11	-	124972027	124972213	NA	NA	124971096	124971199	124972629	124972705	IncFormLen	SkipFormLen	SE	-chr11:124972027-124972213
SE_301769	ENSG00000150433	TMEM218	chr11	-	124972027	124972247	NA	NA	124971096	124971199	124972532	124972705	IncFormLen	SkipFormLen	SE	-chr11:124972027-124972247
SE_301770	ENSG00000150433	TMEM218	chr11	-	124972027	124972247	NA	NA	124971096	124971199	124972629	124972705	IncFormLen	SkipFormLen	SE	-chr11:124972027-124972247
SE_301798	ENSG00000150433	TMEM218	chr11	-	124980386	124980445	NA	NA	124972629	124972705	124981434	124981485	IncFormLen	SkipFormLen	SE	-chr11:124980386-124980445
SE_301804	ENSG00000150433	TMEM218	chr11	-	124980539	124980642	NA	NA	124972027	124972705	124981434	124981475	IncFormLen	SkipFormLen	SE	-chr11:124980539-124980642
SE_301828	ENSG00000160117	ANKLE1	chr19	+	17394897	17395075	NA	NA	17394033	17394693	17396239	17396399	IncFormLen	SkipFormLen	SE	+chr19:17394897-17395075
SE_301930	ENSG00000105640	RPL18A	chr19	+	17972101	17972116	NA	NA	17970740	17970783	17972902	17973032	IncFormLen	SkipFormLen	SE	+chr19:17972101-17972116
SE_301948	ENSG00000172936	MYD88	chr3	+	38181354	38181489	NA	NA	38179968	38180519	38182247	38182339	IncFormLen	SkipFormLen	SE	+chr3:38181354-38181489
SE_301952	ENSG00000172936	MYD88	chr3	+	38181878	38182083	NA	NA	38181354	38181489	38182247	38182339	IncFormLen	SkipFormLen	SE	+chr3:38181878-38182083
SE_302083	ENSG00000130517	PGPEP1	chr19	+	18459757	18459878	NA	NA	18453668	18453721	18466704	18466821	IncFormLen	SkipFormLen	SE	+chr19:18459757-18459878
SE_302088	ENSG00000130517	PGPEP1	chr19	+	18468192	18468425	NA	NA	18466704	18466821	18474200	18474808	IncFormLen	SkipFormLen	SE	+chr19:18468192-18468425
SE_302093	ENSG00000130517	PGPEP1	chr19	+	18468815	18468880	NA	NA	18468315	18468425	18474200	18480760	IncFormLen	SkipFormLen	SE	+chr19:18468815-18468880
SE_302104	ENSG00000006015	C19orf60	chr19	+	18700222	18700493	NA	NA	18699804	18699887	18701663	18701743	IncFormLen	SkipFormLen	SE	+chr19:18700222-18700493
SE_302106	ENSG00000006015	C19orf60	chr19	+	18700288	18700493	NA	NA	18699804	18699887	18701663	18701743	IncFormLen	SkipFormLen	SE	+chr19:18700288-18700493
SE_302107	ENSG00000006015	C19orf60	chr19	+	18700288	18700493	NA	NA	18699804	18699887	18702917	18703146	IncFormLen	SkipFormLen	SE	+chr19:18700288-18700493
SE_302122	ENSG00000105676	ARMC6	chr19	+	19144939	19145047	NA	NA	19144386	19144739	19153519	19153686	IncFormLen	SkipFormLen	SE	+chr19:19144939-19145047
SE_302127	ENSG00000105676	ARMC6	chr19	+	19144939	19145047	NA	NA	19144720	19144822	19153519	19153686	IncFormLen	SkipFormLen	SE	+chr19:19144939-19145047
SE_302135	ENSG00000105676	ARMC6	chr19	+	19148360	19148516	NA	NA	19144720	19144822	19153519	19153686	IncFormLen	SkipFormLen	SE	+chr19:19148360-19148516
SE_302139	ENSG00000105676	ARMC6	chr19	+	19148360	19148516	NA	NA	19144939	19145047	19153519	19153686	IncFormLen	SkipFormLen	SE	+chr19:19148360-19148516
SE_302206	ENSG00000064545	TMEM161A	chr19	-	19245592	19245696	NA	NA	19243688	19244019	19249234	19249256	IncFormLen	SkipFormLen	SE	-chr19:19245592-19245696
SE_302214	ENSG00000064545	TMEM161A	chr19	-	19245592	19245725	NA	NA	19243938	19244019	19249234	19249276	IncFormLen	SkipFormLen	SE	-chr19:19245592-19245725
SE_302230	ENSG00000064490	RFXANK	chr19	+	19307994	19308060	NA	NA	19307771	19307855	19308329	19308430	IncFormLen	SkipFormLen	SE	+chr19:19307994-19308060
SE_302244	ENSG00000184162	NR2C2AP	chr19	-	19313278	19313384	NA	NA	19312866	19313207	19313599	19313690	IncFormLen	SkipFormLen	SE	-chr19:19313278-19313384
SE_302250	ENSG00000167491	GATAD2A	chr19	+	19538504	19538801	NA	NA	19496831	19496947	19576148	19576423	IncFormLen	SkipFormLen	SE	+chr19:19538504-19538801
SE_302254	ENSG00000167491	GATAD2A	chr19	+	19538504	19538801	NA	NA	19516646	19516828	19576148	19576423	IncFormLen	SkipFormLen	SE	+chr19:19538504-19538801
SE_302257	ENSG00000167491	GATAD2A	chr19	+	19546939	19547028	NA	NA	19496634	19496947	19576148	19576386	IncFormLen	SkipFormLen	SE	+chr19:19546939-19547028
SE_302260	ENSG00000167491	GATAD2A	chr19	+	19546939	19547028	NA	NA	19516646	19516828	19576148	19576386	IncFormLen	SkipFormLen	SE	+chr19:19546939-19547028
SE_302495	ENSG00000213988	ZNF90	chr19	+	20215047	20215174	NA	NA	20188802	20188944	20216029	20216125	IncFormLen	SkipFormLen	SE	+chr19:20215047-20215174
SE_302548	ENSG00000101247	NDUFAF5	chr20	+	13775483	13775587	NA	NA	13773805	13773873	13779106	13779146	IncFormLen	SkipFormLen	SE	+chr20:13775483-13775587
SE_302572	ENSG00000101247	NDUFAF5	chr20	+	13795063	13795161	NA	NA	13789487	13789548	13797108	13797192	IncFormLen	SkipFormLen	SE	+chr20:13795063-13795161
SE_302581	ENSG00000105750	ZNF85	chr19	+	21116829	21116956	NA	NA	21106027	21106209	21131549	21133108	IncFormLen	SkipFormLen	SE	+chr19:21116829-21116956
SE_302612	ENSG00000105750	ZNF85	chr19	+	21129105	21129195	NA	NA	21117754	21117853	21131549	21131597	IncFormLen	SkipFormLen	SE	+chr19:21129105-21129195
SE_302624	ENSG00000160352	ZNF714	chr19	+	21266783	21266875	NA	NA	21264979	21265154	21280990	21281117	IncFormLen	SkipFormLen	SE	+chr19:21266783-21266875
SE_302644	ENSG00000196705	ZNF431	chr19	+	21333881	21334001	NA	NA	21326353	21326446	21349137	21349264	IncFormLen	SkipFormLen	SE	+chr19:21333881-21334001
SE_302672	ENSG00000185418	TARSL2	chr15	-	102197987	102198060	NA	NA	102197124	102197239	102201914	102202019	IncFormLen	SkipFormLen	SE	-chr15:102197987-102198060
SE_302690	ENSG00000185418	TARSL2	chr15	-	102239533	102239638	NA	NA	102226098	102226265	102241288	102241387	IncFormLen	SkipFormLen	SE	-chr15:102239533-102239638
SE_302722	ENSG00000198521	ZNF43	chr19	-	22001896	22002023	NA	NA	22000689	22000788	22018837	22019010	IncFormLen	SkipFormLen	SE	-chr19:22001896-22002023
SE_302856	ENSG00000213096	ZNF254	chr19	+	24288741	24288868	NA	NA	24269985	24270139	24289349	24289445	IncFormLen	SkipFormLen	SE	+chr19:24288741-24288868
SE_303013	ENSG00000105176	URI1	chr19	+	30462099	30462134	NA	NA	30433157	30433571	30476129	30476208	IncFormLen	SkipFormLen	SE	+chr19:30462099-30462134
SE_303014	ENSG00000105176	URI1	chr19	+	30462099	30462134	NA	NA	30433157	30433571	30496267	30496343	IncFormLen	SkipFormLen	SE	+chr19:30462099-30462134
SE_303020	ENSG00000105176	URI1	chr19	+	30476129	30476208	NA	NA	30433167	30433571	30496267	30496343	IncFormLen	SkipFormLen	SE	+chr19:30476129-30476208
SE_303113	ENSG00000168813	ZNF507	chr19	+	32838150	32838244	NA	NA	32836530	32836689	32843734	32845863	IncFormLen	SkipFormLen	SE	+chr19:32838150-32838244
SE_303137	ENSG00000178904	DPY19L3	chr19	+	32958379	32958532	NA	NA	32955633	32955690	32959636	32959719	IncFormLen	SkipFormLen	SE	+chr19:32958379-32958532
SE_303173	ENSG00000156795	WDYHV1	chr8	+	124447681	124447782	NA	NA	124442222	124442273	124448692	124448841	IncFormLen	SkipFormLen	SE	+chr8:124447681-124447782
SE_303212	ENSG00000121289	CEP89	chr19	-	33414344	33414448	NA	NA	33409129	33409245	33417095	33417179	IncFormLen	SkipFormLen	SE	-chr19:33414344-33414448
SE_303217	ENSG00000121289	CEP89	chr19	-	33427918	33428026	NA	NA	33424356	33424575	33428536	33428579	IncFormLen	SkipFormLen	SE	-chr19:33427918-33428026
